developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating
CANADA,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,56.133333333333326,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,1 - 5,GLOBAL,True,,,99.0,,11.433333333333334,,,low,low
INDONESIA,GLOBAL,12,Travel & Local,100 - 500,GLOBAL,False,False,high,0.0,,89.76666666666665,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,142.6,0.0,medium,low,low
REPUBLIC OF KOREA,KR,7375,Entertainment,50000 - 100000,smartphone,True,False,high,0.0,545.5341376347887,22.766666666666666,4.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,False,high,0.0,,,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,,52.133333333333326,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3,Business,,GLOBAL,True,,,,,52.2,5.0,,high,low
GERMANY,GLOBAL,5,Health & Fitness,500 - 1000,GLOBAL,True,,,99.0,,39.03333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,,,,0.0,,38.36666666666667,,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Finance,500 - 1000,GLOBAL,True,,,0.0,,31.766666666666666,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Navigation,,GLOBAL,True,,,0.0,,16.033333333333335,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,AE,1981,Games,1000000 - 5000000,smartphone,True,False,high,99.0,2.76486373015579,7.266666666666666,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,True,,,,,85.26666666666665,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Productivity,1000 - 5000,GLOBAL,True,,,99.0,,27.666666666666668,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,99.0,,80.63333333333334,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Education,,GLOBAL,True,,,99.0,,111.8,5.0,,low,low
ARGENTINA,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,,,0.0,,29.566666666666663,0.0,,low,low
INDIA,GLOBAL,0,Books & Reference,500 - 1000,GLOBAL,True,,,0.0,,64.0,,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1088,Medical,,GLOBAL,True,,,99.0,,44.36666666666667,4.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,1000 - 5000,GLOBAL,True,,,99.0,,31.2,0.0,,low,low
JORDAN,GLOBAL,0,Music & Audio,10000 - 50000,GLOBAL,False,False,high,0.0,,48.66666666666666,4.0,,low,low
SPAIN,GLOBAL,0,Medical,50 - 100,GLOBAL,True,True,low,99.0,,70.4,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,5 - 10,GLOBAL,True,,,0.0,,22.666666666666668,,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,27,Tools,1000 - 5000,GLOBAL,True,False,high,0.0,,62.333333333333336,4.0,medium,low,low
POLAND,CD,376696,Tools,50000000 - 100000000,GLOBAL,True,True,low,99.0,2.786403884608374,118.7,4.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,99.0,,37.06666666666667,,,medium,low
CANNOT IDENTIFY COUNTRY,GLOBAL,125,Education,1000 - 5000,GLOBAL,True,,,0.0,,57.86666666666667,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,100 - 500,GLOBAL,True,,,0.0,,43.333333333333336,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,,,,0.0,,55.7,,,low,low
UNITED STATES,GLOBAL,0,Education,,GLOBAL,True,,,99.0,,54.266666666666666,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Games,100 - 500,GLOBAL,True,,,99.0,,15.466666666666669,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,128,Music & Audio,10000 - 50000,GLOBAL,True,,,0.0,,57.2,4.0,medium,low,low
PAKISTAN,BR,4568,Games,,GLOBAL,True,True,low,0.0,106.3727138956006,55.5,4.0,medium,low,low
CHINA,GLOBAL,0,Utilities,,GLOBAL,True,,,,,62.73333333333333,0.0,,low,low
FRANCE,CA,6237,Games,,smartphone,True,True,low,99.0,27.26283659366483,40.7,4.0,,medium,low
UNITED STATES,GLOBAL,31,Lifestyle,,GLOBAL,True,True,low,99.0,,137.33333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,True,,,,,34.3,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,Utilities,,GLOBAL,False,False,high,,,187.83333333333331,1.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,,,99.0,,14.9,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,34.6,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,69,Business,10000 - 50000,GLOBAL,,,,0.0,,52.5,3.0,,low,low
UNITED STATES,FR,1130952,Games,100000000 - 500000000,smartphone,True,True,low,99.0,2891.4103596095847,52.03333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Music & Audio,1000 - 5000,GLOBAL,True,True,low,0.0,,48.1,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,,,,,88.13333333333334,0.0,medium,low,low
SPAIN,MX,0,Entertainment,100000 - 500000,smartphone,True,,,0.0,1.4341175289806418,21.0,,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,500 - 1000,GLOBAL,True,,,99.0,,16.933333333333334,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1 - 5,GLOBAL,True,,,0.0,,13.1,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,71.93333333333334,0.0,,low,low
SPAIN,GLOBAL,2,Music,,GLOBAL,True,True,low,,,52.16666666666666,5.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,55594,Shopping,,GLOBAL,True,False,high,99.0,,66.4,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,43.9,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,10 - 50,GLOBAL,True,,,99.0,,40.9,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,99.0,,127.16666666666669,0.0,,low,low
CANADA,GLOBAL,13,Utilities,,GLOBAL,True,False,high,99.0,,117.56666666666666,2.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Food & Drink,,GLOBAL,True,,,,,38.633333333333326,5.0,,low,low
CHINA,GLOBAL,0,Utilities,,GLOBAL,,,,,,80.0,0.0,,low,low
EGYPT,GLOBAL,0,Education,,GLOBAL,True,,,99.0,,55.2,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,,,,,,143.13333333333333,2.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,,,0.0,,67.63333333333334,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,500 - 1000,GLOBAL,True,,,99.0,,30.0,5.0,,low,low
REPUBLIC OF KOREA,KR,5289,Games,1000000 - 5000000,smartphone,True,False,high,0.0,12.694164916708278,24.433333333333334,4.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,6,Games,100 - 500,GLOBAL,True,,,0.0,,85.03333333333333,5.0,,low,low
CHINA,KR,16386,Games,1000000 - 5000000,GLOBAL,True,False,high,99.0,40.61731712533377,67.63333333333334,4.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,True,True,low,0.0,,13.433333333333334,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,5 - 10,GLOBAL,,,,0.0,,47.4,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Sports,,GLOBAL,,,,,,106.8,1.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,1 - 5,GLOBAL,True,,,99.0,,16.866666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Productivity,,GLOBAL,False,True,low,,,166.0,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,100 - 500,GLOBAL,True,,,0.0,,20.6,0.0,,low,low
UNITED STATES,GLOBAL,17,Music,,tablet,True,True,low,99.0,3.271140825677515,89.53333333333333,4.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,True,,,,,36.766666666666666,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,500 - 1000,GLOBAL,True,,,0.0,,63.833333333333336,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,50 - 100,GLOBAL,,,,99.0,,90.26666666666665,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,,,,,,54.8,0.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,,40.3,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,,,,,,21.066666666666663,0.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,0.0,,73.06666666666666,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Video Players & Editors,500 - 1000,GLOBAL,True,,,0.0,,13.033333333333331,0.0,,low,low
VIET NAM,GLOBAL,5686,Entertainment,,GLOBAL,True,,,99.0,,121.3,2.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,,,,,,71.93333333333334,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,60.3,4.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,1000 - 5000,GLOBAL,True,False,high,99.0,,45.16666666666666,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Food & Drink,,GLOBAL,True,,,,,49.6,3.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,78.4,0.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Education,50 - 100,GLOBAL,True,,,99.0,,57.1,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,,,,0.0,,43.46666666666666,,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,66.46666666666667,,,low,low
CANNOT IDENTIFY COUNTRY,PH,21222,Games,10000000 - 50000000,smartphone,True,False,high,99.0,38.32308196048111,78.6,3.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,488,Sports,,GLOBAL,True,,,,,45.56666666666667,4.0,,high,low
TURKEY,LY,72198,Social,10000000 - 50000000,smartphone,True,False,high,0.0,0.1093577242151146,70.33333333333333,4.0,medium,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,,,0.0,,50.56666666666667,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,1000 - 5000,GLOBAL,True,,,0.0,,6.866666666666665,0.0,,low,low
CANNOT IDENTIFY COUNTRY,LATAM,22628,Entertainment,5000000 - 10000000,GLOBAL,True,True,low,99.0,15.63553942059746,13.9,3.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,US,0,Entertainment,5 - 10,GLOBAL,True,,,99.0,2.2671958591869337,72.16666666666667,0.0,medium,low,low
CHINA,CO,77240,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,152.99349218679043,103.73333333333332,4.0,medium,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13492,Personalization,1000000 - 5000000,GLOBAL,True,,,0.0,,62.766666666666666,4.0,medium,low,low
VIET NAM,GLOBAL,0,Business,5 - 10,GLOBAL,True,False,high,0.0,,19.133333333333333,,,low,low
SWEDEN,GB,42524,Games,,tablet,True,True,low,99.0,17.44579677780264,82.0,4.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,0.0,,49.2,,,low,low
INDIA,GLOBAL,12,Social,100 - 500,GLOBAL,True,,,99.0,,16.5,5.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,5 - 10,GLOBAL,True,,,99.0,,35.1,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,1 - 5,GLOBAL,True,,,0.0,,54.633333333333326,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,50 - 100,GLOBAL,True,,,0.0,,39.266666666666666,,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,29,Books & Reference,1000 - 5000,GLOBAL,True,,,0.0,,50.53333333333333,2.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,1 - 1,GLOBAL,True,,,0.0,,50.5,0.0,,low,low
CANADA,GLOBAL,0,Finance,100 - 500,GLOBAL,True,True,low,99.0,,46.833333333333336,,,low,low
CYPRUS,KZ,91461,Games,,tablet,True,True,low,99.0,4.138836835343616,29.366666666666667,4.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,,,,,,61.56666666666667,0.0,low,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,5 - 10,GLOBAL,,,,99.0,,106.53333333333332,0.0,,low,low
UNITED KINGDOM,TN,27063,Games,,smartphone,True,True,low,99.0,1.2441588788876128,40.266666666666666,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Food & Drink,,GLOBAL,True,,,99.0,,93.2333333333333,4.0,,high,low
MALI,GLOBAL,0,Business,500 - 1000,GLOBAL,True,,,0.0,,46.56666666666667,,,low,low
REPUBLIC OF KOREA,GLOBAL,14,Productivity,1000 - 5000,GLOBAL,True,False,high,99.0,,19.066666666666663,4.0,,low,low
VIET NAM,CA,27714,Games,100000 - 500000,GLOBAL,True,True,low,0.0,0.1438066613790908,90.16666666666669,4.0,medium,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,29,Games,10000 - 50000,smartphone,True,True,low,0.0,,72.56666666666666,3.0,,low,low
KUWAIT,GLOBAL,0,House & Home,10 - 50,GLOBAL,True,,,0.0,,32.56666666666667,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,301,Games,,GLOBAL,True,,,,,26.5,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,,GLOBAL,,,,,,152.2,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,5 - 10,GLOBAL,True,,,0.0,,9.6,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,1 - 5,GLOBAL,True,,,0.0,,54.7,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Education,500 - 1000,GLOBAL,True,False,high,99.0,,20.03333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,99.0,,5.2333333333333325,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,4.5,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,48,Games,50000 - 100000,smartphone,True,False,high,0.0,15.80203393496916,22.966666666666665,3.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,0 - 1,GLOBAL,True,,,0.0,,17.066666666666666,,,low,low
UNITED KINGDOM,GLOBAL,6964,Games,100000 - 500000,smartphone,True,False,high,99.0,37.460818831912135,89.5,3.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,,,,0.0,,78.1,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,50 - 100,GLOBAL,True,,,0.0,,18.3,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,CL,47120,Entertainment,,smartphone,True,False,high,,0.5974892810258483,15.166666666666666,4.0,,medium,low
CANNOT IDENTIFY COUNTRY,GLOBAL,91,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,66.36666666666666,4.0,medium,medium,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,100 - 500,GLOBAL,True,,,99.0,,91.86666666666666,5.0,,low,low
MALAYSIA,GLOBAL,1,Productivity,,GLOBAL,True,False,high,,,65.43333333333334,5.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,50 - 100,GLOBAL,True,True,low,0.0,,24.8,0.0,,high,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,1 - 5,GLOBAL,True,,,0.0,,24.9,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,37,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,31.866666666666667,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,1 - 5,GLOBAL,True,,,0.0,,17.333333333333332,,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,291,Games,10000 - 50000,undetermined,True,False,high,0.0,,6.666666666666667,4.0,,low,low
JORDAN,GLOBAL,0,Personalization,1000 - 5000,smartphone,True,False,high,0.0,,29.7,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Entertainment,500 - 1000,GLOBAL,,,,0.0,,58.06666666666667,2.0,,low,low
GERMANY,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,71.46666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1998,Finance,100000 - 500000,GLOBAL,True,True,low,99.0,,73.16666666666667,4.0,,low,low
GERMANY,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,99.0,,33.8,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,27,Social,10000 - 50000,GLOBAL,True,,,0.0,,45.3,4.0,,medium,low
CANADA,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,,,0.0,,64.1,,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,,,0.0,,100.03333333333332,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Tools,1000 - 5000,GLOBAL,True,,,99.0,,70.36666666666666,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,RU,104,Games,50000 - 100000,smartphone,True,True,low,0.0,6.76607256197625,21.433333333333334,3.0,,high,low
CHINA,GU,57845,Games,,GLOBAL,True,False,high,99.0,4.3173248104099775,16.033333333333335,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,18.73333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,,,99.0,,14.066666666666666,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,500 - 1000,GLOBAL,True,,,0.0,,91.63333333333334,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,5 - 10,GLOBAL,True,,,0.0,,24.666666666666668,,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,False,high,99.0,,45.03333333333333,0.0,,low,low
INDIA,GLOBAL,0,Shopping,1 - 5,GLOBAL,True,,,0.0,,42.46666666666666,,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,25,Shopping,1000 - 5000,GLOBAL,True,False,high,0.0,,71.83333333333333,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Food & Drink,1000 - 5000,GLOBAL,True,,,0.0,,79.73333333333333,3.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,7,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,57.53333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,10 - 50,GLOBAL,True,True,low,99.0,,,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,,,,,,76.96666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,FI,4174,Games,500000 - 1000000,smartphone,True,True,low,0.0,2.119192775210218,72.4,4.0,medium,low,low
FINLAND,GLOBAL,0,Games,10 - 50,GLOBAL,True,False,high,0.0,,136.9,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,,GLOBAL,True,,,,,2.0333333333333328,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,100 - 500,GLOBAL,True,,,99.0,,33.46666666666667,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Games,,GLOBAL,,,,,,102.96666666666668,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Entertainment,100 - 500,GLOBAL,True,,,0.0,,36.2,5.0,,medium,low
FRANCE,NL,24937,Games,,GLOBAL,True,True,low,99.0,4.232931517889109,13.5,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Productivity,100 - 500,GLOBAL,True,,,99.0,,29.133333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,41.9,0.0,,low,low
CANNOT IDENTIFY COUNTRY,MY,5396,Games,500000 - 1000000,GLOBAL,True,True,low,99.0,22.709939422049167,33.9,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music,,GLOBAL,True,False,high,99.0,,135.2,0.0,,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Sports,,GLOBAL,True,,,0.0,,127.16666666666669,0.0,,high,low
UNITED STATES,GLOBAL,255,News,,smartphone,True,True,low,99.0,,151.83333333333334,4.0,medium,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,,,99.0,,78.56666666666666,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,,,,0.0,,,,,low,low
CANNOT IDENTIFY COUNTRY,AT,12552,Games,50000000 - 100000000,smartphone,True,False,high,99.0,2.9812149491224607,30.3,3.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,1 - 5,GLOBAL,True,,,0.0,,85.1,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,99.0,,3.9,0.0,,high,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,,,,99.0,,79.73333333333333,5.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,RO,740,Games,50000 - 100000,GLOBAL,True,True,low,99.0,5.499730915842788,3.2333333333333334,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,True,,,,,25.3,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,,,,,,95.1,0.0,,low,low
UNITED STATES,GLOBAL,2668,Maps & Navigation,100000 - 500000,GLOBAL,True,False,high,0.0,,138.8,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,17,Education,500 - 1000,GLOBAL,True,,,99.0,,86.76666666666665,4.0,,low,low
CYPRUS,AE,3538,Games,500000 - 1000000,smartphone,True,False,high,99.0,15.423516582787585,78.46666666666667,4.0,medium,low,low
CANNOT IDENTIFY COUNTRY,GLOBAL,22,Games,5000 - 10000,GLOBAL,True,False,high,99.0,,54.56666666666667,1.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Lifestyle,,GLOBAL,True,,,99.0,,52.03333333333333,0.0,,low,low
TURKEY,LY,155949,Games,,GLOBAL,True,True,low,99.0,21.542280459009735,22.33333333333333,4.0,,medium,low
INDIA,GLOBAL,0,Social,1000 - 5000,GLOBAL,True,,,0.0,,64.1,4.0,low,low,low
ICELAND,GLOBAL,57,Parenting,10000 - 50000,GLOBAL,True,,,0.0,,36.333333333333336,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,House & Home,10 - 50,GLOBAL,True,,,99.0,,16.866666666666667,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Music & Audio,1000 - 5000,GLOBAL,True,,,0.0,,98.0,4.0,,medium,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,0.0,,115.06666666666666,0.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1 - 5,GLOBAL,True,,,0.0,,31.8,,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,500 - 1000,GLOBAL,True,,,0.0,,49.23333333333333,,,medium,low
TURKEY,GLOBAL,0,Photography,1 - 5,GLOBAL,True,,,0.0,,55.833333333333336,,,low,low
PAKISTAN,GLOBAL,388,Games,50000 - 100000,GLOBAL,,,,0.0,,105.76666666666668,4.0,,low,low
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,98.76666666666665,0.0,,low,low
UNITED STATES,GLOBAL,0,Personalization,50 - 100,GLOBAL,,,,99.0,,62.43333333333333,,,low,low
SPAIN,GLOBAL,0,Communication,10 - 50,GLOBAL,True,False,high,99.0,,40.3,0.0,,low,low
